scouting_id,ally_top,ally_jungle,ally_mid,ally_adc,ally_support,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_support,texto_entrada_nlp,strategy_label,main_phase,objective_focus,risk_level,execution_difficulty,dataset_version
61,Rumble,Singed,Nasus,Jinx,Nocturne,Wukong,Bard,Kennen,Warwick,Smolder,"El plan depende de mantener formación compacta, responder al engage rival y permitir que el tirador golpee sin ser alcanzado. En la práctica, Rumble y Jinx necesitan que Singed controle los primeros movimientos contra Wukong y Smolder. La prioridad debería girar alrededor de dragón o Nashor con formación estable.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
62,Galio,Xayah,Varus,Lulu,LeBlanc,Naafiri,Briar,Sylas,Nasus,Singed,"El punto clave será que, con Galio, Xayah y Varus frente a Naafiri, Briar y Sylas, La presión viene del alcance y del control de zona, no de iniciar peleas frontales de inmediato. El foco debe estar en torres y zonas neutrales, cuidando posición del tirador.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
63,Rell,Wukong,Viktor,Jayce,Lucian,Ezreal,Seraphine,Galio,Fiora,Vi,"El draft aliado mezcla utility, engage y control mage, mientras el rival amenaza con lane pressure y peel. La condición principal es preparar zonas neutrales con tiempo, empujar oleadas y obligar al rival a facecheckear. La ejecución depende de zona de dragón.",jugar a objetivos,mid,"dragones, heraldo y visión previa",alto,Necesita prioridad previa de líneas.,V3_implicit_contextual
64,Taliyah,RekSai,LeeSin,Lulu,Aatrox,XinZhao,Veigar,Shyvana,Jax,Azir,"Por la forma del draft, con Taliyah, RekSai y LeeSin frente a XinZhao, Veigar y Shyvana, El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. El foco debe estar en torres y zonas neutrales, cuidando temporizadores de objetivos.",poke composition,mid,torres y zonas neutrales,medio,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
65,Ornn,Fiddlesticks,Alistar,Tristana,Illaoi,Aphelios,Darius,Zilean,Ekko,Sivir,"El equipo debe desgastar desde distancia antes de iniciar, obligando al rival a entrar con poca vida a las zonas neutrales. En la práctica, Ornn y Tristana necesitan que Fiddlesticks controle los primeros movimientos contra Aphelios y Sivir. La prioridad debería girar alrededor de torres y zonas neutrales.",poke composition,mid,torres y zonas neutrales,bajo,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
66,Zilean,Varus,Pantheon,Neeko,Caitlyn,Syndra,Lillia,Qiyana,Jhin,Briar,"En este escenario, con Zilean, Varus y Pantheon frente a Syndra, Lillia y Qiyana, El equipo puede ganar si una línea lateral exige respuesta constante mientras los demás evitan peleas directas. El foco debe estar en torres laterales y presión cruzada, cuidando prioridad de oleadas.",splitpush táctico,mid-late,torres laterales y presión cruzada,medio,Requiere visión lateral y TP disponible.,V3_implicit_contextual
67,Illaoi,Vayne,Kayn,Zed,Gragas,KSante,Sejuani,Zilean,Rakan,MasterYi,"Por la forma del draft, con Illaoi, Vayne y Kayn frente a KSante, Sejuani y Zilean, La presión viene del alcance y del control de zona, no de iniciar peleas frontales de inmediato. El foco debe estar en torres y zonas neutrales, cuidando setup de Nashor.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
68,Teemo,RenataGlasc,Cassiopeia,Taliyah,TwistedFate,MissFortune,Mordekaiser,Pyke,Xayah,Talon,"La composición aliada se beneficia cuando, con Teemo, RenataGlasc y Cassiopeia frente a MissFortune, Mordekaiser y Pyke, El equipo debe jugar alrededor del tirador principal, darle espacio y usar herramientas defensivas para mantenerlo vivo. El foco debe estar en peleas tardías con el carry protegido, cuidando rotaciones limpias.",protect hypercarry,late,peleas tardías con el carry protegido,bajo,Vulnerable a dive y pick comp.,V3_implicit_contextual
69,Yuumi,Kled,Aatrox,Taric,Leona,Yasuo,Nasus,Aurora,Annie,Olaf,"La lectura inicial indica que, con Yuumi, Kled y Aatrox frente a Yasuo, Nasus y Aurora, El plan depende de mantener formación compacta, responder al engage rival y permitir que el tirador golpee sin ser alcanzado. El foco debe estar en dragón o Nashor con formación estable, cuidando rotaciones limpias.",front-to-back,mid-late,dragón o Nashor con formación estable,medio,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
70,Syndra,MissFortune,Veigar,Tristana,Ekko,Nautilus,Sion,Warwick,Braum,Volibear,"El draft aliado mezcla roaming tempo, scaling y control mage, mientras el rival amenaza con engage y engage. El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. La ejecución depende de frontline disponible.",agresivo early,early,"primer heraldo, placas y presión de río",alto,No extender partida sin ventaja.,V3_implicit_contextual
71,Gnar,DrMundo,Karthus,Twitch,Vi,Zeri,Ezreal,Sivir,Amumu,TwistedFate,"La condición de victoria depende de que el carry llegue con objetos y pueda pegar sin recibir acceso directo del rival. En la práctica, Gnar y Twitch necesitan que DrMundo controle los primeros movimientos contra Zeri y TwistedFate. La prioridad debería girar alrededor de peleas tardías con el carry protegido.",protect hypercarry,late,peleas tardías con el carry protegido,bajo,Vulnerable a dive y pick comp.,V3_implicit_contextual
72,Skarner,Elise,Azir,Mel,Gwen,Graves,Sejuani,Ashe,Naafiri,Rell,"Con una ejecución ordenada, con Skarner, Elise y Azir frente a Graves, Sejuani y Ashe, El mapa debe jugarse alrededor de temporizadores, visión y rotaciones coordinadas hacia los puntos importantes. El foco debe estar en dragones, heraldo y visión previa, cuidando setup de Nashor.",jugar a objetivos,mid,"dragones, heraldo y visión previa",bajo,Necesita prioridad previa de líneas.,V3_implicit_contextual
73,Renekton,Karma,Morgana,Karthus,Amumu,Udyr,Draven,Blitzcrank,Irelia,Nilah,"La lectura inicial indica que, con Renekton, Karma y Morgana frente a Udyr, Draven y Blitzcrank, La composición necesita paciencia, evitar peleas innecesarias y llegar con suficientes objetos a los minutos decisivos. El foco debe estar en barón, alma o pelea tardía, cuidando presión de mapa.",escalar late,late,"barón, alma o pelea tardía",medio,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
74,Gragas,DrMundo,Sion,Lucian,Fiddlesticks,Syndra,Zilean,Elise,Poppy,TahmKench,"El draft aliado mezcla engage, splitpush y engage, mientras el rival amenaza con roaming tempo y utility. El draft necesita acelerar desde los primeros minutos, invadir con prioridad y castigar antes de que el rival complete objetos clave. La ejecución depende de rotaciones limpias.",agresivo early,early,"primer heraldo, placas y presión de río",bajo,No extender partida sin ventaja.,V3_implicit_contextual
75,Zilean,Nidalee,Quinn,TwistedFate,Ambessa,Aphelios,Viktor,Urgot,Annie,Malzahar,"El draft aliado mezcla utility, tempo y side lane pressure, mientras el rival amenaza con hypercarry y control mage. La ventaja aparece al administrar recursos del mapa, dividir presión y evitar peleas frontales innecesarias. La ejecución depende de presión de mapa.",macro composition,mid-late,oleadas laterales y estructuras,bajo,Menos directa en peleas 5v5.,V3_implicit_contextual
76,Tristana,Soraka,Nunu,Aphelios,Fizz,Fiora,Vex,Zac,Vi,Jhin,"Por la forma del draft, con Tristana, Soraka y Nunu frente a Fiora, Vex y Zac, La composición gana valor cuando puede ocultar visión, esperar errores de posicionamiento y atrapar objetivos aislados. El foco debe estar en visión oscura antes de Nashor, cuidando control de visión.",pick composition,mid,visión oscura antes de Nashor,medio,Requiere visión profunda.,V3_implicit_contextual
77,Rammus,Olaf,Zed,Fiora,Thresh,Renekton,Rumble,JarvanIV,Brand,Qiyana,"La composición aliada se beneficia cuando, con Rammus, Olaf y Zed frente a Renekton, Rumble y JarvanIV, La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. El foco debe estar en dragón o Nashor con formación estable, cuidando flancos laterales.",front-to-back,mid-late,dragón o Nashor con formación estable,bajo,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
78,AurelionSol,Rengar,KogMaw,Syndra,Evelynn,KSante,Urgot,Kayle,ChoGath,Zoe,"La composición aliada se beneficia cuando, con AurelionSol, Rengar y KogMaw frente a KSante, Urgot y Kayle, El plan depende más de lectura de mapa, oleadas y tempo de rotación que de forzar peleas directas. El foco debe estar en oleadas laterales y estructuras, cuidando control de cooldowns.",macro composition,mid-late,oleadas laterales y estructuras,medio,Menos directa en peleas 5v5.,V3_implicit_contextual
79,Jinx,Seraphine,Varus,Ezreal,Alistar,Rammus,ChoGath,Jax,Karma,VelKoz,"En este escenario, con Jinx, Seraphine y Varus frente a Rammus, ChoGath y Jax, Si la partida se extiende, el daño sostenido y las herramientas de zona pueden superar la presión inicial del rival. El foco debe estar en barón, alma o pelea tardía, cuidando control de cooldowns.",escalar late,late,"barón, alma o pelea tardía",bajo,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
80,Rumble,Lux,Pantheon,Ambessa,Zeri,Hwei,Fiddlesticks,Jax,Gragas,Quinn,"La lectura inicial indica que, con Rumble, Lux y Pantheon frente a Hwei, Fiddlesticks y Jax, La composición necesita paciencia, evitar peleas innecesarias y llegar con suficientes objetos a los minutos decisivos. El foco debe estar en barón, alma o pelea tardía, cuidando temporizadores de objetivos.",escalar late,late,"barón, alma o pelea tardía",alto,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
81,Rumble,Urgot,Pyke,Nautilus,Riven,Jayce,Nami,Aurora,Shen,Gwen,"El draft aliado mezcla splitpush, bruiser dive y capturas previas, mientras el rival amenaza con poke y peel. La composición necesita moverse primero, ganar prioridad de oleadas y llegar antes a las jugadas del mapa. La ejecución depende de frontline disponible.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",alto,Pierde fuerza si no convierte presión.,V3_implicit_contextual
82,Wukong,Xerath,Talon,Maokai,Vayne,Morgana,Diana,TahmKench,Sion,Brand,"La composición necesita esperar cooldowns importantes y buscar una pelea agrupada donde varias habilidades impacten al mismo tiempo. En la práctica, Wukong y Maokai necesitan que Xerath controle los primeros movimientos contra Morgana y Brand. La prioridad debería girar alrededor de peleas agrupadas por dragón o barón.",wombo combo,mid,peleas agrupadas por dragón o barón,alto,Depende de cooldowns definitivos.,V3_implicit_contextual
83,VelKoz,Ezreal,Blitzcrank,LeBlanc,Kindred,KaiSa,Singed,Sivir,Yorick,Skarner,"El draft aliado mezcla capturas previas, lane pressure y engage, mientras el rival amenaza con pelea ordenada y side lane pressure. La composición rinde mejor en peleas ordenadas, con tanques al frente y daño sostenido desde la parte posterior. La ejecución depende de presión de mapa.",front-to-back,mid-late,dragón o Nashor con formación estable,bajo,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
84,Galio,XinZhao,Sion,Evelynn,Kindred,RekSai,Karma,KSante,Ahri,Poppy,"El draft aliado mezcla control mage, tempo y engage, mientras el rival amenaza con engage y lane pressure. El plan depende de mantener formación compacta, responder al engage rival y permitir que el tirador golpee sin ser alcanzado. La ejecución depende de rotaciones limpias.",front-to-back,mid-late,dragón o Nashor con formación estable,bajo,Cuidar flancos y amenazas de dive.,V3_implicit_contextual
85,Varus,Ashe,Shaco,Renekton,Xerath,Amumu,Malzahar,Rakan,Vayne,Yorick,"Si la partida se extiende, el daño sostenido y las herramientas de zona pueden superar la presion inicial del rival. En la práctica, Varus y Renekton necesitan que Ashe controle los primeros movimientos contra Amumu y Yorick. La prioridad debería girar alrededor de barón, alma o pelea tardía.",escalar late,late,"barón, alma o pelea tardía",medio,Evitar peleas malas antes de dos objetos.,V3_implicit_contextual
86,Mel,Kindred,Wukong,Garen,Zeri,Viktor,Zac,Elise,Evelynn,Malzahar,"El equipo debe acelerar rotaciones, castigar tiempos muertos del rival y usar cada ventana corta para sacar ventaja. En la práctica, Mel y Garen necesitan que Kindred controle los primeros movimientos contra Viktor y Malzahar. La prioridad debería girar alrededor de heraldo, dives y rotaciones tempranas.",tempo composition,early-mid,"heraldo, dives y rotaciones tempranas",bajo,Pierde fuerza si no convierte presión.,V3_implicit_contextual
87,Samira,Tristana,Thresh,Illaoi,Soraka,Camille,Karthus,Neeko,Galio,Zac,"La lectura inicial indica que, con Samira, Tristana y Thresh frente a Camille, Karthus y Neeko, No conviene gastar definitivas por separado; el valor real está en sincronizar iniciación y daño sobre varios objetivos. El foco debe estar en peleas agrupadas por dragón o barón, cuidando ventanas de tempo.",wombo combo,mid,peleas agrupadas por dragón o barón,alto,Depende de cooldowns definitivos.,V3_implicit_contextual
88,Ashe,Gwen,TwistedFate,Senna,Riven,Rengar,Illaoi,Sion,Alistar,Nunu,"El plan depende más de lectura de mapa, oleadas y tempo de rotación que de forzar peleas directas. En la práctica, Ashe y Senna necesitan que Gwen controle los primeros movimientos contra Rengar y Nunu. La prioridad debería girar alrededor de oleadas laterales y estructuras.",macro composition,mid-late,oleadas laterales y estructuras,alto,Menos directa en peleas 5v5.,V3_implicit_contextual
89,Karma,Lucian,Sona,Corki,Nasus,Skarner,Aurora,Evelynn,Shaco,Ornn,"Con una ejecución ordenada, con Karma, Lucian y Sona frente a Skarner, Aurora y Evelynn, El equipo puede ganar moviendo mejor las oleadas, presionando laterales y forzando al rival a responder en zonas opuestas. El foco debe estar en oleadas laterales y estructuras, cuidando río sin visión.",macro composition,mid-late,oleadas laterales y estructuras,medio,Menos directa en peleas 5v5.,V3_implicit_contextual
90,Lillia,TwistedFate,Zilean,Viego,Darius,Wukong,Galio,KhaZix,RekSai,Volibear,"La presion viene del alcance y del control de zona, no de iniciar peleas frontales de inmediato. En la práctica, Lillia y Viego necesitan que TwistedFate controle los primeros movimientos contra Wukong y Volibear. La prioridad debería girar alrededor de torres y zonas neutrales.",poke composition,mid,torres y zonas neutrales,alto,No forzar pelea cerrada sin ventaja de vida.,V3_implicit_contextual
91,Briar,KogMaw,Rengar,Viego,Anivia,Elise,Jayce,Xayah,Volibear,Lissandra,"Por la forma del draft, con Briar, KogMaw y Rengar frente a Elise, Jayce y Xayah, La composición tiene herramientas para pelear temprano, buscar escaramuzas en río y convertir prioridad de líneas en oro. El foco debe estar en primer heraldo, placas y presión de río, cuidando amenaza sobre carries.",agresivo early,early,"primer heraldo, placas y presión de río",bajo,No extender partida sin ventaja.,V3_implicit_contextual
92,Lillia,Tryndamere,Rumble,Lucian,Ambessa,Viktor,Smolder,Lux,Nunu,Xayah,"La composición gana valor cuando puede ocultar visión, esperar errores de posicionamiento y atrapar objetivos aislados. En la práctica, Lillia y Lucian necesitan que Tryndamere controle los primeros movimientos contra Viktor y Xayah. La prioridad debería girar alrededor de visión oscura antes de Nashor.",pick composition,mid,visión oscura antes de Nashor,alto,Requiere visión profunda.,V3_implicit_contextual
